,Source Article,Authors,Referenced Article,Venue,Year
13,3351095.3372855,"Wenjuan Fan, Jingnan Liu, Shuwan Zhu, and Panos M Pardalos",Investigating the impacting factors for the healthcare professionals to adopt artificial intelligence-based medical diagnosis support system (AIMDSS),"Annals of Operations Research (2018), 1–26",2018
14,3351095.3372855,"Samuel G Finlayson, John D Bowers, Joichi Ito, Jonathan L Zittrain, Andrew L Beam, and Isaac S Kohane",Adversarial attacks on medical machine learning,"Science 363, 6433 (2019), 1287–1289",2019
15,3351095.3372855,"Dominic Girardi, Sandra Wartner, Gerhard Halmerbauer, Margit Ehrenmüller, Hilda Kosorus, and Stephan Dreiseitl",Using concept hierarchies to improve calculation of patient similarity,Journal of biomedical informatics 63 (2016),2016
16,3351095.3372855,"Riccardo Guidotti, Anna Monreale, Salvatore Ruggieri, Dino Pedreschi, Franco Turini, and Fosca Giannotti",Local Rule-Based Explanations of Black Box Decision Systems,arXiv preprint arXiv:1805.10820 (2018),2018
17,3351095.3372855,"Riccardo Guidotti, Anna Monreale, Salvatore Ruggieri, Franco Turini, Dino Pedreschi, and Fosca Giannotti",A Survey Of Methods For Explaining Black Box Models,"ACM CSUR 51, 5, Article 93 (Aug. 2018), 42 pages",2018
18,3351095.3372855,"Riccardo Guidotti, Giulio Rossetti, Luca Pappalardo, Fosca Giannotti, and Dino Pedreschi",Market basket prediction using user-centric temporal annotated recurring sequences,"In 2017 IEEE International Conference on DataMining (ICDM). IEEE, 895–900",2017
19,3351095.3372855,M Hutson,AI researchers allege that machine learning is alchemy,"Science 360, 6388 (2018), 861",2018
20,3351095.3372855,Abhyuday N Jagannatha and Hong Yu,Bidirectional RNN for medical event detection in electronic health records,"In Proceedings of the conference. Association for Computational Linguistics. North American Chapter. Meeting, Vol. 2016. NIH Public Access, 473",2016
21,3351095.3372855,Sarthak Jain and Byron C Wallace,Attention is not explanation,arXiv preprint arXiv:1902.10186 (2019),2019
22,3351095.3372855,"Zheng Jia, Xudong Lu, Huilong Duan, and Haomin Li",Using the distance between sets of hierarchical taxonomic clinical concepts to measure patient similarity,"BMC Medical Informatics and Decision Making 19, 1 (2019), 91. https: //doi.org/10.1186/s12911-019-0807-y",2019
23,3351095.3372855,"Alistair EW Johnson, Tom J Pollard, Lu Shen, H Lehman Li-wei, Mengling Feng, Mohammad Ghassemi, Benjamin Moody, Peter Szolovits, Leo Anthony Celi, and Roger GMark","MIMIC-III, a freely accessible critical care database","Scientific data 3 (2016), 160035",2016
24,3351095.3372855,"Thomas A Lasko, Joshua C Denny, and Mia A Levy","Computational phenotype discovery using unsupervised feature learning over noisy, sparse, and irregular clinical data","PloS one 8, 6 (2013), e66341",2013
25,3351095.3372855,"Yann LeCun, Yoshua Bengio, and Geoffrey Hinton",Deep learning,"nature 521, 7553 (2015), 436",2015
26,3351095.3372855,"Janette Lehmann, Claudia Müller-Birn, David Laniado, Mounia Lalmas, and Andreas Kaltenbrunner",Reader preferences and behavior on Wikipedia,In Proceedings of the 25th ACM conference on Hypertext and social media. ACM,2014
27,3351095.3372855,Vladimir I Levenshtein,"Binary codes capable of correcting deletions, insertions, and reversals","In Soviet physics doklady, Vol. 10. 707–710",1966
28,3351095.3372855,"Znaonui Liang, Gang Zhang, Jimmy Xiangji Huang, and Qmming Vivian Hu",Deep learning for healthcare decision making with EMRs,"In Bioinformatics and Biomedicine (BIBM), 2014 IEEE International Conference on. IEEE, 556–559",2014
29,3351095.3372855,Zachary C Lipton,The mythos of model interpretability,arXiv preprint arXiv:1606.03490 (2016),2016
30,3351095.3372855,"Zachary C Lipton, David C Kale, Charles Elkan, and Randall Wetzel",Learning to diagnose with LSTM recurrent neural networks,arXiv preprint arXiv:1511.03677 (2015),2015
31,3351095.3372855,Scott M Lundberg and Su-In Lee,A unified approach to interpreting model predictions,In Advances in Neural Information Processing Systems. 4765–4774,2017
32,3351095.3372855,"Fenglong Ma, Radha Chitta, Jing Zhou, Quanzeng You, Tong Sun, and Jing Gao",Dipole: Diagnosis prediction in healthcare via attention-based bidirectional recurrent neural networks,"In Proceedings of the 23rd ACM SIGKDD international conference on knowledge discovery and data mining. ACM, 1903–1911",2017
33,3351095.3372855,Gianclaudio Malgieri and Giovanni Comandè,Why a Right to Legibility of Automated Decision-Making Exists in the General Data Protection Regulation,"International Data Privacy Law 7, 4 (2017). https://doi.org/10.1093/idpl/ipx019",2017
34,3351095.3372855,"Riccardo Miotto, Li Li, Brian A Kidd, and Joel T Dudley",Deep patient: An unsupervised representation to predict the future of patients from the electronic health records,Scientific reports 6 (2016),2016
35,3351095.3372855,"Cecilia Panigutti, Riccardo Guidotti, Anna Monreale, and Dino Pedreschi",Explaining multi-label black-box classifiers for health applications,"In International Workshop on Health Intelligence. Springer, 97–110",2019
36,3351095.3372855,Mihail Popescu and Mohammad Khalilia,Improving disease prediction using ICD-9 ontological features,"In 2011 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE 2011). IEEE, 1805–1809",2011
37,3351095.3372855,Alvin Rajkomar et al,Scalable and accurate deep learning with electronic health records,"npj Digital Medicine 1, 1 (2018), 18",2018
38,3351095.3372855,"Marco Tulio Ribeiro, Sameer Singh, and Carlos Guestrin",Why should i trust you?: Explaining the predictions of any classifier,"In Proceedings of the 22nd ACM SIGKDD international conference on knowledge discovery and data mining. ACM, 1135–1144",2016
39,3351095.3372855,"Marco Tulio Ribeiro, Sameer Singh, and Carlos Guestrin",Anchors: Highprecision model-agnostic explanations,In Thirty-Second AAAI Conference on Artificial Intelligence,2018
40,3351095.3372855,Sofia Serrano and Noah A Smith,Is Attention Interpretable? arXiv preprint arXiv:1906,03731 (2019),2019
41,3351095.3372855,"Benjamin Shickel, Patrick James Tighe, Azra Bihorac, and Parisa Rashidi",Deep EHR: a survey of recent advances in deep learning techniques for electronic health record (EHR) analysis,"IEEE journal of biomedical and health informatics 22, 5 (2017), 1589–1604",2017
42,3351095.3372855,"Barry Smith, Michael Ashburner, Cornelius Rosse, Jonathan Bard, William Bug, Werner Ceusters, Louis J Goldberg, Karen Eilbeck, Amelia Ireland, Christopher J Mungall, et al",The OBO Foundry: coordinated evolution of ontologies to support biomedical data integration,"Nature biotechnology 25, 11 (2007), 1251",2007
43,3351095.3372855,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N Gomez, Łukasz Kaiser, and Illia Polosukhin",Attention is all you need,In Advances in neural information processing systems. 5998–6008,2017
44,3351095.3372855,"Scott Wisdom, Thomas Powers, James Pitton, and Les Atlas",Interpretable recurrent neural networks using sequential sparse recovery,arXiv preprint arXiv:1611.07252 (2016),2016
45,3351095.3372855,Zhibiao Wu and Martha Palmer,Verbs semantics and lexical selection,"In Proceedings of the 32nd annual meeting on Association for Computational Linguistics. Association for Computational Linguistics, 133–138",1994
46,3351095.3372855,"Yanbo Xu, Siddharth Biswal, Shriprasad R Deshpande, Kevin OMaher, and Jimeng Sun",Raim: Recurrent attentive and intensive model of multimodal patient monitoring data,"In Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining. ACM, 2565–2573",2018
47,3351095.3372855,"Pranjul Yadav, Michael Steinbach, Vipin Kumar, and Gyorgy Simon",Mining electronic health records (EHRs): a survey,"ACM Computing Surveys (CSUR) 50, 6 (2018), 85",2018
48,3351095.3372855,"Kun-Hsing Yu, Andrew L Beam, and Isaac S Kohane",Artificial intelligence in healthcare,"Nature biomedical engineering 2, 10 (2018), 719",2018
49,3351095.3372855,Min-Ling Zhang and Zhi-Hua Zhou,A review on multi-label learning algorithms,"IEEE transactions on knowledge and data engineering 26, 8 (2014)",2014
